Nom_Commune;INSEE_Commune;INSEE_Département;Nom_Département;Alea_sismique;Zone_neige;Zone_vent
AULNOIS-SOUS-LAON;2037;2;AISNE;Zone 1;A1;2
LES AUTELS;2038;2;AISNE;Zone 1;A1;2
AUTREMENCOURT;2039;2;AISNE;Zone 1;A1;2
AUTREPPES;2040;2;AISNE;Zone 2;A1;2
AUTREVILLE;2041;2;AISNE;Zone 1;A1;2
AZY-SUR-MARNE;2042;2;AISNE;Zone 1;A1;2
BAGNEUX;2043;2;AISNE;Zone 1;A1;2
BANCIGNY;2044;2;AISNE;Zone 1;A1;2
BARENTON-BUGNY;2046;2;AISNE;Zone 1;A1;2
BARENTON-CEL;2047;2;AISNE;Zone 1;A1;2
BARENTON-SUR-SERRE;2048;2;AISNE;Zone 1;A1;2
BARISIS;2049;2;AISNE;Zone 1;A1;2
BARZY-EN-THIERACHE;2050;2;AISNE;Zone 2;A1;2
BARZY-SUR-MARNE;2051;2;AISNE;Zone 1;A1;2
BASSOLES-AULERS;2052;2;AISNE;Zone 1;A1;2
BAULNE-EN-BRIE;2053;2;AISNE;Zone 1;A1;2
BAZOCHES-SUR-VESLES;2054;2;AISNE;Zone 1;A1;2
BEAUME;2055;2;AISNE;Zone 2;C1;2
BEAUMONT-EN-BEINE;2056;2;AISNE;Zone 1;A1;2
BEAUREVOIR;2057;2;AISNE;Zone 2;A1;2
BEAURIEUX;2058;2;AISNE;Zone 1;A1;2
BEAUTOR;2059;2;AISNE;Zone 1;A1;2
BEAUVOIS-EN-VERMANDOIS;2060;2;AISNE;Zone 1;A1;2
BECQUIGNY;2061;2;AISNE;Zone 2;A1;2
BELLEAU;2062;2;AISNE;Zone 1;A1;2
BELLENGLISE;2063;2;AISNE;Zone 1;A1;2
BELLEU;2064;2;AISNE;Zone 1;A1;2
BELLICOURT;2065;2;AISNE;Zone 2;A1;2
BENAY;2066;2;AISNE;Zone 1;A1;2
BERGUES-SUR-SAMBRE;2067;2;AISNE;Zone 2;A1;2
BERLANCOURT;2068;2;AISNE;Zone 1;A1;2
BERLISE;2069;2;AISNE;Zone 1;A1;2
BERNOT;2070;2;AISNE;Zone 1;A1;2
BERNY-RIVIERE;2071;2;AISNE;Zone 1;A1;2
BERRIEUX;2072;2;AISNE;Zone 1;A1;2
BERRY-AU-BAC;2073;2;AISNE;Zone 1;A1;2
BERTAUCOURT-EPOURDON;2074;2;AISNE;Zone 1;A1;2
BERTHENICOURT;2075;2;AISNE;Zone 1;A1;2
BERTRICOURT;2076;2;AISNE;Zone 1;A1;2
BERZY-LE-SEC;2077;2;AISNE;Zone 1;A1;2
BESME;2078;2;AISNE;Zone 1;A1;2
BESMONT;2079;2;AISNE;Zone 2;C1;2
BESNY-ET-LOIZY;2080;2;AISNE;Zone 1;A1;2
BETHANCOURT-EN-VAUX;2081;2;AISNE;Zone 1;A1;2
BEUGNEUX;2082;2;AISNE;Zone 1;A1;2
BEUVARDES;2083;2;AISNE;Zone 1;A1;2
BEZU-LE-GUERY;2084;2;AISNE;Zone 1;A1;2
BEZU-SAINT-GERMAIN;2085;2;AISNE;Zone 1;A1;2
BICHANCOURT;2086;2;AISNE;Zone 1;A1;2
BIEUXY;2087;2;AISNE;Zone 1;A1;2
BIEVRES;2088;2;AISNE;Zone 1;A1;2
BILLY-SUR-AISNE;2089;2;AISNE;Zone 1;A1;2
BILLY-SUR-OURCQ;2090;2;AISNE;Zone 1;A1;2
BLANZY-LES-FISMES;2091;2;AISNE;Zone 1;A1;2
BLERANCOURT;2093;2;AISNE;Zone 1;A1;2
BLESMES;2094;2;AISNE;Zone 1;A1;2
BOHAIN-EN-VERMANDOIS;2095;2;AISNE;Zone 2;A1;2
BOIS-LES-PARGNY;2096;2;AISNE;Zone 1;A1;2
BONCOURT;2097;2;AISNE;Zone 1;A1;2
BONNEIL;2098;2;AISNE;Zone 1;A1;2
BONNESVALYN;2099;2;AISNE;Zone 1;A1;2
BONY;2100;2;AISNE;Zone 2;A1;2
BOSMONT-SUR-SERRE;2101;2;AISNE;Zone 1;A1;2
BOUCONVILLE-VAUCLAIR;2102;2;AISNE;Zone 1;A1;2
BOUE;2103;2;AISNE;Zone 2;A1;2
BOUFFIGNEREUX;2104;2;AISNE;Zone 1;A1;2
BOURESCHES;2105;2;AISNE;Zone 1;A1;2
BOURG-ET-COMIN;2106;2;AISNE;Zone 1;A1;2
BOURGUIGNON-SOUS-COUCY;2107;2;AISNE;Zone 1;A1;2
BOURGUIGNON-SOUS-MONTBAVIN;2108;2;AISNE;Zone 1;A1;2
LA BOUTEILLE;2109;2;AISNE;Zone 2;A1;2
BRAINE;2110;2;AISNE;Zone 1;A1;2
BRANCOURT-EN-LAONNOIS;2111;2;AISNE;Zone 1;A1;2
BRANCOURT-LE-GRAND;2112;2;AISNE;Zone 2;A1;2
BRASLES;2114;2;AISNE;Zone 1;A1;2
BRAYE-EN-LAONNOIS;2115;2;AISNE;Zone 1;A1;2
BRAYE-EN-THIERACHE;2116;2;AISNE;Zone 1;A1;2
BRAY-SAINT-CHRISTOPHE;2117;2;AISNE;Zone 1;A1;2
BRAYE;2118;2;AISNE;Zone 1;A1;2
BRECY;2119;2;AISNE;Zone 1;A1;2
BRENELLE;2120;2;AISNE;Zone 1;A1;2
BRENY;2121;2;AISNE;Zone 1;A1;2
BRIE;2122;2;AISNE;Zone 1;A1;2
BRISSAY-CHOIGNY;2123;2;AISNE;Zone 1;A1;2
BRISSY-HAMEGICOURT;2124;2;AISNE;Zone 1;A1;2
BRUMETZ;2125;2;AISNE;Zone 1;A1;2
BRUNEHAMEL;2126;2;AISNE;Zone 1;A1;2
BRUYERES-SUR-FERE;2127;2;AISNE;Zone 1;A1;2
BRUYERES-ET-MONTBERAULT;2128;2;AISNE;Zone 1;A1;2
BRUYS;2129;2;AISNE;Zone 1;A1;2
BUCILLY;2130;2;AISNE;Zone 2;C1;2
BUCY-LE-LONG;2131;2;AISNE;Zone 1;A1;2
BUCY-LES-CERNY;2132;2;AISNE;Zone 1;A1;2
BUCY-LES-PIERREPONT;2133;2;AISNE;Zone 1;A1;2
BUIRE;2134;2;AISNE;Zone 2;C1;2
BUIRONFOSSE;2135;2;AISNE;Zone 2;C1;2
BURELLES;2136;2;AISNE;Zone 1;A1;2
BUSSIARES;2137;2;AISNE;Zone 1;A1;2
BUZANCY;2138;2;AISNE;Zone 1;A1;2
CAILLOUEL-CREPIGNY;2139;2;AISNE;Zone 1;A1;2
CAMELIN;2140;2;AISNE;Zone 1;A1;2
LA CAPELLE;2141;2;AISNE;Zone 2;C1;2
CASTRES;2142;2;AISNE;Zone 1;A1;2
LE CATELET;2143;2;AISNE;Zone 2;A1;2
CAULAINCOURT;2144;2;AISNE;Zone 1;A1;2
CAUMONT;2145;2;AISNE;Zone 1;A1;2
CELLES-LES-CONDE;2146;2;AISNE;Zone 1;A1;2
LA CELLE-SOUS-MONTMIRAIL;2147;2;AISNE;Zone 1;A1;2
CELLES-SUR-AISNE;2148;2;AISNE;Zone 1;A1;2
CERIZY;2149;2;AISNE;Zone 1;A1;2
CERNY-EN-LAONNOIS;2150;2;AISNE;Zone 1;A1;2
CERNY-LES-BUCY;2151;2;AISNE;Zone 1;A1;2
CERSEUIL;2152;2;AISNE;Zone 1;A1;2
CESSIERES;2153;2;AISNE;Zone 1;A1;2
CHACRISE;2154;2;AISNE;Zone 1;A1;2
CHAILLEVOIS;2155;2;AISNE;Zone 1;A1;2
CHALANDRY;2156;2;AISNE;Zone 1;A1;2
CHAMBRY;2157;2;AISNE;Zone 1;A1;2
CHAMOUILLE;2158;2;AISNE;Zone 1;A1;2
CHAMPS;2159;2;AISNE;Zone 1;A1;2
CHAOURSE;2160;2;AISNE;Zone 1;A1;2
LA CHAPELLE-MONTHODON;2161;2;AISNE;Zone 1;A1;2
LA CHAPELLE-SUR-CHEZY;2162;2;AISNE;Zone 1;A1;2
CHARLY-SUR-MARNE;2163;2;AISNE;Zone 1;A1;2
LE CHARMEL;2164;2;AISNE;Zone 1;A1;2
CHARMES;2165;2;AISNE;Zone 1;A1;2
CHARTEVES;2166;2;AISNE;Zone 1;A1;2
CHASSEMY;2167;2;AISNE;Zone 1;A1;2
CHATEAU-THIERRY;2168;2;AISNE;Zone 1;A1;2
CHATILLON-LES-SONS;2169;2;AISNE;Zone 1;A1;2
CHATILLON-SUR-OISE;2170;2;AISNE;Zone 1;A1;2
CHAUDARDES;2171;2;AISNE;Zone 1;A1;2
CHAUDUN;2172;2;AISNE;Zone 1;A1;2
CHAUNY;2173;2;AISNE;Zone 1;A1;2
CHAVIGNON;2174;2;AISNE;Zone 1;A1;2
CHAVIGNY;2175;2;AISNE;Zone 1;A1;2
CHAVONNE;2176;2;AISNE;Zone 1;A1;2
CHERET;2177;2;AISNE;Zone 1;A1;2
CHERMIZY-AILLES;2178;2;AISNE;Zone 1;A1;2
CHERY-CHARTREUVE;2179;2;AISNE;Zone 1;A1;2
CHERY-LES-POUILLY;2180;2;AISNE;Zone 1;A1;2
CHERY-LES-ROZOY;2181;2;AISNE;Zone 1;A1;2
CHEVENNES;2182;2;AISNE;Zone 1;A1;2
CHEVREGNY;2183;2;AISNE;Zone 1;A1;2
CHEVRESIS-MONCEAU;2184;2;AISNE;Zone 1;A1;2
CHEZY-EN-ORXOIS;2185;2;AISNE;Zone 1;A1;2
CHEZY-SUR-MARNE;2186;2;AISNE;Zone 1;A1;2
CHIERRY;2187;2;AISNE;Zone 1;A1;2
CHIGNY;2188;2;AISNE;Zone 2;C1;2
CHIVRES-EN-LAONNOIS;2189;2;AISNE;Zone 1;A1;2
CHIVRES-VAL;2190;2;AISNE;Zone 1;A1;2
CHIVY-LES-ETOUVELLES;2191;2;AISNE;Zone 1;A1;2
CHOUY;2192;2;AISNE;Zone 1;A1;2
CIERGES;2193;2;AISNE;Zone 1;A1;2
CILLY;2194;2;AISNE;Zone 1;A1;2
CIRY-SALSOGNE;2195;2;AISNE;Zone 1;A1;2
CLACY-ET-THIERRET;2196;2;AISNE;Zone 1;A1;2
CLAIRFONTAINE;2197;2;AISNE;Zone 2;C1;2
CLAMECY;2198;2;AISNE;Zone 1;A1;2
CLASTRES;2199;2;AISNE;Zone 1;A1;2
CLERMONT-LES-FERMES;2200;2;AISNE;Zone 1;A1;2
COEUVRES-ET-VALSERY;2201;2;AISNE;Zone 1;A1;2
COINCY;2203;2;AISNE;Zone 1;A1;2
COINGT;2204;2;AISNE;Zone 1;C1;2
COLLIGIS-CRANDELAIN;2205;2;AISNE;Zone 1;A1;2
COLONFAY;2206;2;AISNE;Zone 1;A1;2
COMMENCHON;2207;2;AISNE;Zone 1;A1;2
CONCEVREUX;2208;2;AISNE;Zone 1;A1;2
CONDE-EN-BRIE;2209;2;AISNE;Zone 1;A1;2
CONDE-SUR-AISNE;2210;2;AISNE;Zone 1;A1;2
CONDE-SUR-SUIPPE;2211;2;AISNE;Zone 1;A1;2
CONDREN;2212;2;AISNE;Zone 1;A1;2
CONNIGIS;2213;2;AISNE;Zone 1;A1;2
CONTESCOURT;2214;2;AISNE;Zone 1;A1;2
CORBENY;2215;2;AISNE;Zone 1;A1;2
CORCY;2216;2;AISNE;Zone 1;A1;2
COUCY-LE-CHATEAU-AUFFRIQUE;2217;2;AISNE;Zone 1;A1;2
COUCY-LES-EPPES;2218;2;AISNE;Zone 1;A1;2
COUCY-LA-VILLE;2219;2;AISNE;Zone 1;A1;2
COULONGES-COHAN;2220;2;AISNE;Zone 1;A1;2
COUPRU;2221;2;AISNE;Zone 1;A1;2
COURBES;2222;2;AISNE;Zone 1;A1;2
COURBOIN;2223;2;AISNE;Zone 1;A1;2
COURCELLES-SUR-VESLES;2224;2;AISNE;Zone 1;A1;2
COURCHAMPS;2225;2;AISNE;Zone 1;A1;2
COURMELLES;2226;2;AISNE;Zone 1;A1;2
COURMONT;2227;2;AISNE;Zone 1;A1;2
COURTEMONT-VARENNES;2228;2;AISNE;Zone 1;A1;2
COURTRIZY-ET-FUSSIGNY;2229;2;AISNE;Zone 1;A1;2
COUVRELLES;2230;2;AISNE;Zone 1;A1;2
COUVRON-ET-AUMENCOURT;2231;2;AISNE;Zone 1;A1;2
COYOLLES;2232;2;AISNE;Zone 1;A1;2
CRAMAILLE;2233;2;AISNE;Zone 1;A1;2
CRAONNE;2234;2;AISNE;Zone 1;A1;2
CRAONNELLE;2235;2;AISNE;Zone 1;A1;2
CRECY-AU-MONT;2236;2;AISNE;Zone 1;A1;2
CRECY-SUR-SERRE;2237;2;AISNE;Zone 1;A1;2
CREPY;2238;2;AISNE;Zone 1;A1;2
CREZANCY;2239;2;AISNE;Zone 1;A1;2
CROIX-FONSOMMES;2240;2;AISNE;Zone 1;A1;2
LA CROIX-SUR-OURCQ;2241;2;AISNE;Zone 1;A1;2
CROUTTES-SUR-MARNE;2242;2;AISNE;Zone 1;A1;2
CROUY;2243;2;AISNE;Zone 1;A1;2
CRUPILLY;2244;2;AISNE;Zone 2;C1;2
CUFFIES;2245;2;AISNE;Zone 1;A1;2
CUGNY;2246;2;AISNE;Zone 1;A1;2
CUIRIEUX;2248;2;AISNE;Zone 1;A1;2
CUIRY-HOUSSE;2249;2;AISNE;Zone 1;A1;2
CUIRY-LES-CHAUDARDES;2250;2;AISNE;Zone 1;A1;2
CUIRY-LES-IVIERS;2251;2;AISNE;Zone 1;A1;2
CUISSY-ET-GENY;2252;2;AISNE;Zone 1;A1;2
CUISY-EN-ALMONT;2253;2;AISNE;Zone 1;A1;2
CUTRY;2254;2;AISNE;Zone 1;A1;2
CYS-LA-COMMUNE;2255;2;AISNE;Zone 1;A1;2
DAGNY-LAMBERCY;2256;2;AISNE;Zone 1;A1;2
DALLON;2257;2;AISNE;Zone 1;A1;2
DAMMARD;2258;2;AISNE;Zone 1;A1;2
DAMPLEUX;2259;2;AISNE;Zone 1;A1;2
DANIZY;2260;2;AISNE;Zone 1;A1;2
DERCY;2261;2;AISNE;Zone 1;A1;2
DEUILLET;2262;2;AISNE;Zone 1;A1;2
DHUIZEL;2263;2;AISNE;Zone 1;A1;2
DIZY-LE-GROS;2264;2;AISNE;Zone 1;A1;2
DOHIS;2265;2;AISNE;Zone 1;A1;2
DOLIGNON;2266;2;AISNE;Zone 1;A1;2
DOMMIERS;2267;2;AISNE;Zone 1;A1;2
DOMPTIN;2268;2;AISNE;Zone 1;A1;2
DORENGT;2269;2;AISNE;Zone 2;A1;2
DOUCHY;2270;2;AISNE;Zone 1;A1;2
DRAVEGNY;2271;2;AISNE;Zone 1;A1;2
DROIZY;2272;2;AISNE;Zone 1;A1;2
DURY;2273;2;AISNE;Zone 1;A1;2
EBOULEAU;2274;2;AISNE;Zone 1;A1;2
EFFRY;2275;2;AISNE;Zone 2;C1;2
ENGLANCOURT;2276;2;AISNE;Zone 2;C1;2
EPAGNY;2277;2;AISNE;Zone 1;A1;2
EPARCY;2278;2;AISNE;Zone 2;C1;2
EPAUX-BEZU;2279;2;AISNE;Zone 1;A1;2
EPIEDS;2280;2;AISNE;Zone 1;A1;2
L'EPINE-AUX-BOIS;2281;2;AISNE;Zone 1;A1;2
EPPES;2282;2;AISNE;Zone 1;A1;2
ERLON;2283;2;AISNE;Zone 1;A1;2
ERLOY;2284;2;AISNE;Zone 2;C1;2
ESQUEHERIES;2286;2;AISNE;Zone 2;A1;2
ESSIGNY-LE-GRAND;2287;2;AISNE;Zone 1;A1;2
ESSIGNY-LE-PETIT;2288;2;AISNE;Zone 1;A1;2
ESSISES;2289;2;AISNE;Zone 1;A1;2
ESSOMES-SUR-MARNE;2290;2;AISNE;Zone 1;A1;2
ESTREES;2291;2;AISNE;Zone 2;A1;2
ETAMPES-SUR-MARNE;2292;2;AISNE;Zone 1;A1;2
ETAVES-ET-BOCQUIAUX;2293;2;AISNE;Zone 1;A1;2
ETOUVELLES;2294;2;AISNE;Zone 1;A1;2
ETREAUPONT;2295;2;AISNE;Zone 2;C1;2
ETREILLERS;2296;2;AISNE;Zone 1;A1;2
ETREPILLY;2297;2;AISNE;Zone 1;A1;2
ETREUX;2298;2;AISNE;Zone 2;A1;2
EVERGNICOURT;2299;2;AISNE;Zone 1;A1;2
FAUCOUCOURT;2301;2;AISNE;Zone 1;A1;2
FAVEROLLES;2302;2;AISNE;Zone 1;A1;2
FAYET;2303;2;AISNE;Zone 1;A1;2
LA FERE;2304;2;AISNE;Zone 1;A1;2
FERE-EN-TARDENOIS;2305;2;AISNE;Zone 1;A1;2
LA FERTE-CHEVRESIS;2306;2;AISNE;Zone 1;A1;2
LA FERTE-MILON;2307;2;AISNE;Zone 1;A1;2
FESMY-LE-SART;2308;2;AISNE;Zone 2;A1;2
FESTIEUX;2309;2;AISNE;Zone 1;A1;2
FIEULAINE;2310;2;AISNE;Zone 1;A1;2
FILAIN;2311;2;AISNE;Zone 1;A1;2
LA FLAMENGRIE;2312;2;AISNE;Zone 2;C1;2
FLAVIGNY-LE-GRAND-ET-BEAURAIN;2313;2;AISNE;Zone 1;A1;2
FLAVY-LE-MARTEL;2315;2;AISNE;Zone 1;A1;2
FLEURY;2316;2;AISNE;Zone 1;A1;2
FLUQUIERES;2317;2;AISNE;Zone 1;A1;2
FOLEMBRAY;2318;2;AISNE;Zone 1;A1;2
FONSOMMES;2319;2;AISNE;Zone 1;A1;2
FONTAINE-LES-CLERCS;2320;2;AISNE;Zone 1;A1;2
FONTAINE-LES-VERVINS;2321;2;AISNE;Zone 1;A1;2
FONTAINE-NOTRE-DAME;2322;2;AISNE;Zone 1;A1;2
FONTAINE-UTERTE;2323;2;AISNE;Zone 1;A1;2
FONTENELLE;2324;2;AISNE;Zone 2;C1;2
FONTENELLE-EN-BRIE;2325;2;AISNE;Zone 1;A1;2
FONTENOY;2326;2;AISNE;Zone 1;A1;2
FORESTE;2327;2;AISNE;Zone 1;A1;2
FOSSOY;2328;2;AISNE;Zone 1;A1;2
FOURDRAIN;2329;2;AISNE;Zone 1;A1;2
FRANCILLY-SELENCY;2330;2;AISNE;Zone 1;A1;2
FRANQUEVILLE;2331;2;AISNE;Zone 1;A1;2
FRESNES-EN-TARDENOIS;2332;2;AISNE;Zone 1;A1;2
FRESNES;2333;2;AISNE;Zone 1;A1;2
FRESNOY-LE-GRAND;2334;2;AISNE;Zone 2;A1;2
FRESSANCOURT;2335;2;AISNE;Zone 1;A1;2
FRIERES-FAILLOUEL;2336;2;AISNE;Zone 1;A1;2
FROIDESTREES;2337;2;AISNE;Zone 2;C1;2
FROIDMONT-COHARTILLE;2338;2;AISNE;Zone 1;A1;2
GANDELU;2339;2;AISNE;Zone 1;A1;2
GAUCHY;2340;2;AISNE;Zone 1;A1;2
GERCY;2341;2;AISNE;Zone 1;A1;2
GERGNY;2342;2;AISNE;Zone 2;C1;2
GERMAINE;2343;2;AISNE;Zone 1;A1;2
GERNICOURT;2344;2;AISNE;Zone 1;A1;2
GIBERCOURT;2345;2;AISNE;Zone 1;A1;2
GIZY;2346;2;AISNE;Zone 1;A1;2
GLAND;2347;2;AISNE;Zone 1;A1;2
GLENNES;2348;2;AISNE;Zone 1;A1;2
GOUDELANCOURT-LES-BERRIEUX;2349;2;AISNE;Zone 1;A1;2
GOUDELANCOURT-LES-PIERREPONT;2350;2;AISNE;Zone 1;A1;2
GOUSSANCOURT;2351;2;AISNE;Zone 1;A1;2
GOUY;2352;2;AISNE;Zone 2;A1;2
GRANDLUP-ET-FAY;2353;2;AISNE;Zone 1;A1;2
GRANDRIEUX;2354;2;AISNE;Zone 1;A1;2
GRICOURT;2355;2;AISNE;Zone 1;A1;2
GRISOLLES;2356;2;AISNE;Zone 1;A1;2
GRONARD;2357;2;AISNE;Zone 1;A1;2
GROUGIS;2358;2;AISNE;Zone 2;A1;2
GRUGIES;2359;2;AISNE;Zone 1;A1;2
GUIGNICOURT;2360;2;AISNE;Zone 1;A1;2
GUISE;2361;2;AISNE;Zone 1;A1;2
GUIVRY;2362;2;AISNE;Zone 1;A1;2
GUNY;2363;2;AISNE;Zone 1;A1;2
GUYENCOURT;2364;2;AISNE;Zone 1;A1;2
HANNAPES;2366;2;AISNE;Zone 2;A1;2
HAPPENCOURT;2367;2;AISNE;Zone 1;A1;2
HARAMONT;2368;2;AISNE;Zone 1;A1;2
HARCIGNY;2369;2;AISNE;Zone 1;A1;2
HARGICOURT;2370;2;AISNE;Zone 2;A1;2
HARLY;2371;2;AISNE;Zone 1;A1;2
HARTENNES-ET-TAUX;2372;2;AISNE;Zone 1;A1;2
HARY;2373;2;AISNE;Zone 1;A1;2
LEHAUCOURT;2374;2;AISNE;Zone 1;A1;2
HAUTEVESNES;2375;2;AISNE;Zone 1;A1;2
HAUTEVILLE;2376;2;AISNE;Zone 1;A1;2
HAUTION;2377;2;AISNE;Zone 1;A1;2
LA HERIE;2378;2;AISNE;Zone 2;C1;2
LE HERIE-LA-VIEVILLE;2379;2;AISNE;Zone 1;A1;2
HINACOURT;2380;2;AISNE;Zone 1;A1;2
HIRSON;2381;2;AISNE;Zone 2;C1;2
HOLNON;2382;2;AISNE;Zone 1;A1;2
HOMBLIERES;2383;2;AISNE;Zone 1;A1;2
HOURY;2384;2;AISNE;Zone 1;A1;2
HOUSSET;2385;2;AISNE;Zone 1;A1;2
IRON;2386;2;AISNE;Zone 2;A1;2
ITANCOURT;2387;2;AISNE;Zone 1;A1;2
IVIERS;2388;2;AISNE;Zone 1;C1;2
JAULGONNE;2389;2;AISNE;Zone 1;A1;2
JEANCOURT;2390;2;AISNE;Zone 1;A1;2
JEANTES;2391;2;AISNE;Zone 1;C1;2
JONCOURT;2392;2;AISNE;Zone 2;A1;2
JOUAIGNES;2393;2;AISNE;Zone 1;A1;2
JUMENCOURT;2395;2;AISNE;Zone 1;A1;2
JUMIGNY;2396;2;AISNE;Zone 1;A1;2
JUSSY;2397;2;AISNE;Zone 1;A1;2
JUVIGNY;2398;2;AISNE;Zone 1;A1;2
JUVINCOURT-ET-DAMARY;2399;2;AISNE;Zone 1;A1;2
LAFFAUX;2400;2;AISNE;Zone 1;A1;2
LAIGNY;2401;2;AISNE;Zone 1;A1;2
LANCHY;2402;2;AISNE;Zone 1;A1;2
LANDIFAY-ET-BERTAIGNEMONT;2403;2;AISNE;Zone 1;A1;2
LANDOUZY-LA-COUR;2404;2;AISNE;Zone 1;A1;2
LANDOUZY-LA-VILLE;2405;2;AISNE;Zone 2;C1;2
LANDRICOURT;2406;2;AISNE;Zone 1;A1;2
LANISCOURT;2407;2;AISNE;Zone 1;A1;2
LAON;2408;2;AISNE;Zone 1;A1;2
LAPPION;2409;2;AISNE;Zone 1;A1;2
LARGNY-SUR-AUTOMNE;2410;2;AISNE;Zone 1;A1;2
LATILLY;2411;2;AISNE;Zone 1;A1;2
LAUNOY;2412;2;AISNE;Zone 1;A1;2
LAVAL-EN-LAONNOIS;2413;2;AISNE;Zone 1;A1;2
LAVAQUERESSE;2414;2;AISNE;Zone 2;A1;2
LAVERSINE;2415;2;AISNE;Zone 1;A1;2
LEME;2416;2;AISNE;Zone 1;A1;2
LEMPIRE;2417;2;AISNE;Zone 2;A1;2
LERZY;2418;2;AISNE;Zone 2;C1;2
LESCHELLES;2419;2;AISNE;Zone 2;A1;2
LESDINS;2420;2;AISNE;Zone 1;A1;2
LESGES;2421;2;AISNE;Zone 1;A1;2
LESQUIELLES-SAINT-GERMAIN;2422;2;AISNE;Zone 2;A1;2
LEUILLY-SOUS-COUCY;2423;2;AISNE;Zone 1;A1;2
LEURY;2424;2;AISNE;Zone 1;A1;2
LEUZE;2425;2;AISNE;Zone 2;C1;2
LEVERGIES;2426;2;AISNE;Zone 1;A1;2
LHUYS;2427;2;AISNE;Zone 1;A1;2
LICY-CLIGNON;2428;2;AISNE;Zone 1;A1;2
LIERVAL;2429;2;AISNE;Zone 1;A1;2
LIESSE-NOTRE-DAME;2430;2;AISNE;Zone 1;A1;2
LIEZ;2431;2;AISNE;Zone 1;A1;2
LIME;2432;2;AISNE;Zone 1;A1;2
LISLET;2433;2;AISNE;Zone 1;A1;2
LIZY;2434;2;AISNE;Zone 1;A1;2
LOGNY-LES-AUBENTON;2435;2;AISNE;Zone 2;C1;2
LONGPONT;2438;2;AISNE;Zone 1;A1;2
LONGUEVAL-BARBONVAL;2439;2;AISNE;Zone 1;A1;2
LOR;2440;2;AISNE;Zone 1;A1;2
LOUATRE;2441;2;AISNE;Zone 1;A1;2
LOUPEIGNE;2442;2;AISNE;Zone 1;A1;2
LUCY-LE-BOCAGE;2443;2;AISNE;Zone 1;A1;2
LUGNY;2444;2;AISNE;Zone 1;A1;2
LUZOIR;2445;2;AISNE;Zone 2;C1;2
LY-FONTAINE;2446;2;AISNE;Zone 1;A1;2
MAAST-ET-VIOLAINE;2447;2;AISNE;Zone 1;A1;2
MACHECOURT;2448;2;AISNE;Zone 1;A1;2
MACOGNY;2449;2;AISNE;Zone 1;A1;2
MACQUIGNY;2450;2;AISNE;Zone 1;A1;2
MAGNY-LA-FOSSE;2451;2;AISNE;Zone 1;A1;2
MAISSEMY;2452;2;AISNE;Zone 1;A1;2
MAIZY;2453;2;AISNE;Zone 1;A1;2
LA MALMAISON;2454;2;AISNE;Zone 1;A1;2
MALZY;2455;2;AISNE;Zone 2;A1;2
MANICAMP;2456;2;AISNE;Zone 1;A1;2
MARCHAIS;2457;2;AISNE;Zone 1;A1;2
MARCHAIS-EN-BRIE;2458;2;AISNE;Zone 1;A1;2
MARCY;2459;2;AISNE;Zone 1;A1;2
MARCY-SOUS-MARLE;2460;2;AISNE;Zone 1;A1;2
MAREST-DAMPCOURT;2461;2;AISNE;Zone 1;A1;2
MAREUIL-EN-DOLE;2462;2;AISNE;Zone 1;A1;2
MARFONTAINE;2463;2;AISNE;Zone 1;A1;2
MARGIVAL;2464;2;AISNE;Zone 1;A1;2
MARIGNY-EN-ORXOIS;2465;2;AISNE;Zone 1;A1;2
MARIZY-SAINTE-GENEVIEVE;2466;2;AISNE;Zone 1;A1;2
MARIZY-SAINT-MARD;2467;2;AISNE;Zone 1;A1;2
MARLE;2468;2;AISNE;Zone 1;A1;2
MARLY-GOMONT;2469;2;AISNE;Zone 1;A1;2
MARTIGNY;2470;2;AISNE;Zone 2;C1;2
MARTIGNY-COURPIERRE;2471;2;AISNE;Zone 1;A1;2
MAUREGNY-EN-HAYE;2472;2;AISNE;Zone 1;A1;2
MAYOT;2473;2;AISNE;Zone 1;A1;2
MENNESSIS;2474;2;AISNE;Zone 1;A1;2
MENNEVILLE;2475;2;AISNE;Zone 1;A1;2
MENNEVRET;2476;2;AISNE;Zone 2;A1;2
MERCIN-ET-VAUX;2477;2;AISNE;Zone 1;A1;2
MERLIEUX-ET-FOUQUEROLLES;2478;2;AISNE;Zone 1;A1;2
MERVAL;2479;2;AISNE;Zone 1;A1;2
MESBRECOURT-RICHECOURT;2480;2;AISNE;Zone 1;A1;2
MESNIL-SAINT-LAURENT;2481;2;AISNE;Zone 1;A1;2
MEURIVAL;2482;2;AISNE;Zone 1;A1;2
MEZIERES-SUR-OISE;2483;2;AISNE;Zone 1;A1;2
MEZY-MOULINS;2484;2;AISNE;Zone 1;A1;2
MISSY-AUX-BOIS;2485;2;AISNE;Zone 1;A1;2
MISSY-LES-PIERREPONT;2486;2;AISNE;Zone 1;A1;2
MISSY-SUR-AISNE;2487;2;AISNE;Zone 1;A1;2
MOLAIN;2488;2;AISNE;Zone 2;A1;2
MOLINCHART;2489;2;AISNE;Zone 1;A1;2
MONAMPTEUIL;2490;2;AISNE;Zone 1;A1;2
MONCEAU-LE-NEUF-ET-FAUCOUZY;2491;2;AISNE;Zone 1;A1;2
MONCEAU-LES-LEUPS;2492;2;AISNE;Zone 1;A1;2
MONCEAU-LE-WAAST;2493;2;AISNE;Zone 1;A1;2
